Date,Hour,Hourly Rainfall (mm),Hourly Water Level (meters),Hourly Discharge Rate (cubic meters per second),Flood Indicator
1/30/2023,14,7.602278599,0.546280232,94.34608314,0
1/30/2023,15,5.956387406,3.72222488,154.43536,0
1/30/2023,16,4.715761886,3.678107731,369.0050028,0
1/30/2023,17,4.118409141,3.302102934,420.6850079,0
1/30/2023,18,3.488682665,4.955489807,435.6630627,1
1/30/2023,19,9.295291442,1.903457461,236.7982296,0
1/30/2023,20,8.306194078,2.029873387,90.20295603,0
1/30/2023,21,9.650269107,0.855227313,247.0016648,0
1/30/2023,23,7.308674752,1.674718368,181.0384047,0
1/31/2023,0,9.383404568,2.04524016,397.5204006,0
1/31/2023,1,1.812330662,4.255573056,83.98718871,1
1/31/2023,2,0.664962674,4.709680311,422.4115479,1
1/31/2023,3,7.411206493,1.335798824,242.4510886,0
1/31/2023,4,5.744731132,2.176290192,318.228769,0
1/31/2023,5,8.418287768,4.67883753,90.34350406,1
1/31/2023,6,1.397723766,0.778138073,201.8115853,0
1/31/2023,8,2.0162732,1.232559451,482.6946753,0
1/31/2023,10,1.642657979,1.17712522,256.8347395,0
1/31/2023,11,8.145747202,4.856343717,150.6211467,1
1/31/2023,12,6.651972207,2.510215373,470.0547974,0
1/31/2023,13,5.230654248,2.756830822,205.0684681,0
1/31/2023,14,3.588304841,1.609963771,122.4429943,0
1/31/2023,15,8.772005408,2.619321136,303.4239748,0
1/31/2023,17,8.165994395,3.880297116,51.72363073,0
1/31/2023,18,4.391349086,3.892406372,157.1561795,0
1/31/2023,19,3.769444294,3.100510007,472.3014382,0
1/31/2023,20,4.626797857,4.569618987,126.9886851,1
1/31/2023,23,5.027203901,0.750224848,437.8297205,0
2/1/2023,1,8.995745733,1.456012747,497.5539155,0
2/1/2023,3,5.435528611,2.3503887,83.33370824,0
2/1/2023,5,6.242379959,4.480640997,233.5524066,1
2/1/2023,6,1.168980407,4.530032817,179.3311402,1
2/1/2023,7,9.398321236,4.591288688,301.0456326,1
2/1/2023,8,6.277080531,1.912451344,186.9384163,0
2/1/2023,9,3.349056147,3.609751157,88.9058782,0
2/1/2023,10,1.392720727,1.722349316,50.64275439,0
2/1/2023,13,5.33461092,2.039484294,307.5418335,0
2/1/2023,14,8.938925831,2.434809289,499.6432845,0
2/1/2023,16,1.516748797,1.039509921,176.2047791,0
2/1/2023,18,2.484891398,2.891547114,123.8286147,0
2/1/2023,19,7.439462926,1.795754042,178.3339682,0
2/1/2023,22,7.624586857,3.182368799,488.7892264,0
2/2/2023,0,3.420817487,1.239824881,446.5838955,0
2/2/2023,1,8.212573047,1.024623836,197.7147902,0
2/2/2023,2,1.10631737,2.960130569,100.778245,0
2/2/2023,3,8.464522917,4.56085865,441.5112165,1
2/2/2023,5,3.972872906,3.798500483,124.1289032,0
2/2/2023,6,7.972953658,3.463976097,243.4240659,0
2/2/2023,7,1.499174273,4.691997114,179.2659627,1
2/2/2023,9,7.222525684,3.049723665,254.0373038,0
2/2/2023,10,7.200365365,3.456637242,495.1759753,0
2/2/2023,11,6.411476329,4.5427391,74.63524202,1
2/2/2023,12,6.939484445,2.297834531,209.7568698,0
2/2/2023,14,2.517990589,0.548649876,276.4100996,0
2/2/2023,16,1.815977168,4.104413152,378.1581121,1
2/2/2023,18,5.833917948,3.095858215,472.4236859,0
2/2/2023,20,4.620058036,1.03419093,432.7610888,0
2/2/2023,23,5.86229832,0.80255381,186.5767591,0
2/3/2023,0,5.058886789,3.176813208,229.3154429,0
2/3/2023,1,6.114542354,3.824900047,192.6108562,0
2/3/2023,3,8.721239089,3.464229374,178.5108273,0
2/3/2023,4,9.321182825,2.895313442,482.725149,0
2/3/2023,5,5.651331836,0.96469254,190.7800826,0
2/3/2023,7,9.224993812,3.055884338,287.0677247,0
2/3/2023,8,7.072386343,1.833609261,75.6945853,0
2/3/2023,9,1.525390429,4.722420779,99.74442484,1
2/3/2023,11,6.067150464,4.926052429,258.9576124,1
2/3/2023,12,4.241306713,1.668518775,244.9629195,0
2/3/2023,14,9.343670148,2.440552414,382.7635942,0
2/3/2023,16,4.508393714,0.726572871,200.1668934,0
2/3/2023,21,9.208418826,3.262866378,407.9949764,0
2/3/2023,22,8.698963621,1.637861532,264.7158692,0
2/3/2023,23,5.188380571,3.099342895,108.8965123,0
2/4/2023,0,5.912754357,2.116439361,156.0046706,0
2/4/2023,2,0.547616388,4.193132723,436.776339,1
2/4/2023,4,8.028534486,2.078685992,267.0013537,0
2/4/2023,5,0.04632023,2.131519085,284.1456318,0
2/4/2023,6,3.334991717,4.125715366,488.8600409,1
2/4/2023,7,3.981686936,1.976807673,484.5966997,0
2/4/2023,8,5.373956029,1.440767182,146.8710706,0
2/4/2023,9,9.198556164,0.881097538,414.9970548,0
2/4/2023,10,3.463459944,2.600119044,138.7591998,0
2/4/2023,11,3.469532019,2.669594445,146.091865,0
2/4/2023,12,7.375012481,4.284089197,354.2418654,1
2/4/2023,14,2.246048229,2.214460732,469.1949832,0
2/4/2023,16,1.408570204,4.206306248,280.1865384,1
2/4/2023,17,1.763869865,2.230749842,463.3346887,0
2/4/2023,19,4.189254495,1.864786509,120.438146,0
2/4/2023,20,9.148459011,4.696496953,214.986965,1
2/4/2023,21,3.623938991,1.033896946,328.60463,0
2/5/2023,1,6.63537372,0.646965774,125.1275806,0
2/5/2023,3,9.610703175,2.334866473,88.43381726,0
2/5/2023,6,0.853496681,4.870179083,237.3282178,1
2/5/2023,8,5.021950103,3.716389744,319.5549699,0
2/5/2023,9,5.953850173,0.808027037,82.28090469,0
2/5/2023,10,0.670764774,2.379501481,152.0413778,0
2/5/2023,11,7.499604704,1.023613183,469.1706741,0
2/5/2023,12,2.099055931,3.25758126,458.7845483,0
2/5/2023,13,8.980542894,4.723169712,401.5807913,1
2/5/2023,14,2.051396405,3.477999796,58.73056053,0
2/5/2023,15,1.906877207,0.845613717,197.1530458,0
2/5/2023,18,5.648411333,2.314434903,459.3140128,0
2/5/2023,20,7.755276167,4.166019521,82.35802279,1
2/5/2023,21,4.532888347,3.25323959,459.052515,0
2/5/2023,23,4.407627469,1.649013682,84.97058828,0
2/6/2023,1,5.596403313,2.097039576,186.513927,0
2/6/2023,2,1.552402459,2.359276327,226.7775844,0
2/6/2023,4,8.61785621,3.461719209,310.1324459,0
2/6/2023,6,3.733093163,2.278666919,276.3826701,0
2/6/2023,8,6.439995432,1.205657174,329.0006001,0
2/6/2023,9,4.087341711,4.222859674,203.1003475,1
2/6/2023,11,1.561525974,2.386322942,245.6051667,0
2/6/2023,12,7.159722288,1.256916451,136.777824,0
2/6/2023,13,6.589239419,4.456985971,135.9975302,1
2/6/2023,14,0.270959925,3.00668231,395.9438813,0
2/6/2023,16,2.310747966,2.760922792,395.2550274,0
2/6/2023,18,0.197105378,4.81153104,194.7588659,1
2/6/2023,19,1.04108582,1.492007019,259.4691376,0
2/6/2023,20,7.999160854,4.487817975,474.4381324,1
2/6/2023,21,1.785446621,4.704368514,469.2791411,1
2/6/2023,22,6.527461079,4.62389245,143.0923439,1
2/6/2023,23,2.38182781,3.359364606,211.1985686,0
2/7/2023,0,0.994413928,3.334192945,117.2297248,0
2/7/2023,2,7.222669319,3.88579047,257.2621478,0
2/7/2023,3,8.556964681,2.890823083,455.3420731,0
2/7/2023,4,8.302198646,3.548471321,468.50242,0
2/7/2023,5,3.971835296,2.428060567,222.605326,0
2/7/2023,6,6.680851366,3.791734088,271.2820744,0
2/7/2023,7,2.049842954,4.210121829,453.3063121,1
2/7/2023,8,2.931477303,1.158963155,413.0185135,0
2/7/2023,10,0.130019235,2.931334393,194.0268039,0
2/7/2023,11,0.855085309,4.300996591,239.7984089,1
2/7/2023,13,0.265322039,2.205682184,139.8072272,0
2/7/2023,14,1.814354351,4.617773296,67.00302797,1
2/7/2023,16,4.214245506,4.298955464,168.1296307,1
2/7/2023,17,8.926717111,2.678092576,73.55623029,0
2/7/2023,18,8.174435617,2.813429491,153.9406897,0
2/7/2023,20,2.594234334,3.078689903,433.1701317,0
2/7/2023,21,3.796924082,1.963450383,267.3798103,0
2/7/2023,22,5.902949425,0.676712364,237.2318017,0
2/8/2023,1,4.094116522,4.902596542,146.9116773,1
2/8/2023,2,5.520471809,4.845862444,181.3402297,1
2/8/2023,3,4.361265291,2.278198839,127.7407932,0
2/8/2023,4,2.944657595,3.777668845,220.7145192,0
2/8/2023,5,9.48453307,2.056127443,459.8754021,0
2/8/2023,6,7.636057942,3.519919207,326.9065283,0
2/8/2023,7,1.401131758,4.124435194,235.3759469,1
2/8/2023,8,8.684679759,4.760403101,470.4848576,1
2/8/2023,9,4.874311982,2.300955241,71.80890461,0
2/8/2023,10,8.945522269,4.024840923,144.6242801,1
2/8/2023,11,7.998552559,1.696678028,304.6498723,0
2/8/2023,12,4.252135045,4.956495367,326.9986804,1
2/8/2023,13,0.224693083,0.615963194,67.80087795,0
2/8/2023,16,6.334782198,3.596205007,364.1317459,0
2/8/2023,19,8.349302368,1.315324756,92.08405562,0
2/8/2023,21,5.256901823,1.502042356,107.9394968,0
2/8/2023,22,1.716792858,1.882473877,476.4306463,0
2/8/2023,23,2.723073265,2.959063438,263.8268897,0
2/9/2023,0,0.183906765,2.377370384,192.7666285,0
2/9/2023,1,9.142988066,1.221015204,394.836832,0
2/9/2023,2,1.177510829,1.269213811,274.0768667,0
2/9/2023,3,5.765164755,2.381651547,189.5153108,0
2/9/2023,5,5.541780025,4.540840911,440.218468,1
2/9/2023,7,8.297418037,2.268967584,71.13399008,0
2/9/2023,8,2.064212718,0.951105037,304.8452961,0
2/9/2023,10,1.368856301,3.477734072,111.4263554,0
2/9/2023,11,9.000186418,3.211022489,152.9018381,0
2/9/2023,12,8.738900776,1.233586012,447.1227973,0
2/9/2023,14,6.005168604,0.606684891,388.727212,0
2/9/2023,15,6.650366745,4.257262426,263.1979816,1
2/9/2023,17,9.144119459,1.109567916,53.19343962,0
2/9/2023,18,4.187705249,1.541638462,418.7292039,0
2/9/2023,19,3.831385282,4.407842858,211.9212053,1
2/9/2023,20,5.189177053,4.669087091,293.3445341,1
2/9/2023,21,0.469659668,2.388323223,354.7853089,0
2/9/2023,23,7.380336164,0.677263252,480.1910265,0
2/10/2023,0,0.827986679,3.082774397,289.102979,0
2/10/2023,1,6.031521095,2.26802799,229.8737979,0
2/10/2023,3,3.89295614,3.124635765,338.9496058,0
2/10/2023,6,7.190459052,1.878947702,429.1495257,0
2/10/2023,7,2.971217156,0.681161014,212.9817213,0
2/10/2023,8,5.664046403,3.147584994,347.2113746,0
2/10/2023,10,6.636711654,4.88210186,139.5184009,1
2/10/2023,11,9.368297393,2.948893981,320.7589739,0
2/10/2023,12,7.325720972,1.738576315,77.30738103,0
2/10/2023,13,2.149403786,3.692474891,236.0041069,0
2/10/2023,14,0.311831351,1.721714011,295.9767228,0
2/10/2023,15,2.622640443,4.569094811,246.2211384,1
2/10/2023,17,0.514258135,2.974408532,422.5662295,0
2/10/2023,20,3.342438908,4.245635928,137.3579467,1
2/10/2023,21,7.709122037,4.125419624,291.4733792,1
2/10/2023,22,1.065982531,1.509433515,470.6699182,0
2/10/2023,23,0.751377817,1.51735582,425.7305488,0
2/11/2023,0,7.281887562,4.177873905,429.1405288,1
2/11/2023,1,4.954913162,4.686792891,186.4436872,1
2/11/2023,2,6.884023964,0.929124146,243.2515537,0
2/11/2023,3,4.348273386,2.525263877,261.8176763,0
2/11/2023,4,2.464020332,2.018544255,120.8172125,0
2/11/2023,5,8.191023177,4.41809805,63.98065861,1
2/11/2023,7,6.946964709,1.450066742,158.3206635,0
2/11/2023,8,2.721451372,3.886107519,157.9770067,0
2/11/2023,9,5.902306669,0.73082232,87.5205742,0
2/11/2023,10,3.609738969,2.716409213,467.8284884,0
2/11/2023,11,0.915820733,2.489481656,310.8817017,0
2/11/2023,12,9.173135755,2.004805305,350.1665857,0
2/11/2023,13,1.368186309,2.275575419,460.2095993,0
2/11/2023,15,4.46005773,1.226153113,329.67829,0
2/11/2023,16,1.851329288,3.073981452,67.45975463,0
2/11/2023,18,8.729458359,3.920724184,424.0606123,0
2/11/2023,19,7.322248864,1.192549571,395.0457604,0
2/11/2023,20,8.065611479,1.171622614,207.7892112,0
2/11/2023,22,6.922765645,2.124836269,290.0994951,0
2/11/2023,23,8.491956516,2.338050116,50.10845211,0
2/12/2023,0,2.496680089,3.558637476,158.5599512,0
2/12/2023,1,4.894249636,0.755061945,143.7043139,0
2/12/2023,3,9.87668008,2.263597533,412.6576291,0
2/12/2023,4,9.440593397,3.637236615,175.8532354,0
2/12/2023,5,0.394268114,1.370459043,136.1845949,0
2/12/2023,6,7.055751725,3.386770166,276.9185574,0
2/12/2023,7,9.252483174,1.669226621,439.5402664,0
2/12/2023,8,1.805753451,4.48738749,158.6073667,1
2/12/2023,9,5.679452306,4.530604749,85.34130926,1
2/12/2023,11,0.339459786,1.534971893,386.4433211,0
2/12/2023,12,6.974202672,2.350867874,297.8107451,0
2/12/2023,13,2.973490074,1.582392133,417.5570163,0
2/12/2023,14,9.243961954,3.525727295,481.8164664,0
2/12/2023,16,9.442664891,3.528914589,321.7113855,0
2/12/2023,18,8.62042651,2.28646473,68.03108886,0
2/12/2023,20,3.191004732,3.820779263,222.5665052,0
2/12/2023,22,0.370076347,3.520718714,350.0189849,0
2/12/2023,23,5.962698785,1.717897739,177.9297301,0
2/13/2023,1,1.205668858,4.96661808,314.0455585,1
2/13/2023,3,6.962887759,4.947894473,426.253377,1
2/13/2023,6,0.653563408,3.467403329,291.9614579,0
2/13/2023,7,3.152903378,3.100131726,348.6311243,0
2/13/2023,8,5.394912924,4.397456954,402.7873327,1
2/13/2023,10,3.187525029,2.604565456,340.7211248,0
2/13/2023,11,6.258913764,3.287254862,117.7749289,0
2/13/2023,13,6.158631882,2.423689043,222.3764629,0
2/13/2023,14,2.329594748,1.986281004,378.2846399,0
2/13/2023,16,8.700988739,4.327585376,142.3342143,1
2/13/2023,17,0.212694109,1.406877701,269.1871449,0
2/13/2023,18,8.747016727,4.704948674,445.2136105,1
2/13/2023,19,5.28937134,3.600894442,287.2648175,0
2/13/2023,20,9.390676985,4.204729457,468.441717,1
2/13/2023,22,9.979341105,4.007825156,270.7020935,1
2/14/2023,0,7.671882889,4.182711912,411.1953099,1
2/14/2023,2,4.798756203,4.504610194,454.8256202,1
2/14/2023,3,6.275054632,4.963832363,459.8708991,1
2/14/2023,4,8.736771142,1.82330358,474.4895503,0
2/14/2023,5,9.840834692,1.446433503,284.1037201,0
2/14/2023,6,7.682734139,3.944135137,354.6922032,0
2/14/2023,7,4.177667822,1.638618534,400.332146,0
2/14/2023,9,7.375823016,0.962791665,320.4307377,0
2/14/2023,10,2.387771458,1.066798384,65.43405559,0
2/14/2023,11,1.104741131,4.906181998,273.9047375,1
2/14/2023,12,3.546221576,3.532275042,119.6792067,0
2/14/2023,13,2.872389917,4.31099251,132.3153167,1
2/14/2023,14,2.963081205,1.959482198,214.271405,0
2/14/2023,16,0.420931896,3.174088223,330.427591,0
2/14/2023,18,9.877223897,3.571396068,276.6612926,0
2/14/2023,20,3.843266472,2.430780662,308.2888288,0
2/14/2023,21,6.796472827,1.741652125,336.8320755,0
2/14/2023,23,9.49961184,1.518225935,382.2329797,0
2/15/2023,1,0.894110023,1.549997702,394.2979662,0
2/15/2023,2,4.175807758,3.313985765,244.7451868,0
2/15/2023,3,8.791183076,3.861852202,267.8830242,0
2/15/2023,5,4.674015112,0.769744854,58.2612728,0
2/15/2023,6,6.134113892,1.089381843,344.2973996,0
2/15/2023,7,1.670339461,3.226986353,328.3633171,0
2/15/2023,12,6.077367949,2.653377665,360.1756946,0
2/15/2023,15,1.76528032,2.594016203,316.6173473,0
2/15/2023,16,2.204862091,0.561570866,426.0072673,0
2/15/2023,18,7.795844736,1.66366216,156.4849092,0
2/15/2023,21,9.691026301,2.418792606,140.6295963,0
2/16/2023,0,9.949078226,1.831694132,167.752115,0
2/16/2023,3,7.582384757,0.726875481,160.1352858,0
2/16/2023,4,6.960206181,4.506729444,446.6686188,1
2/16/2023,5,1.538959063,3.095965406,237.1611444,0
2/16/2023,6,8.15833125,3.03763805,374.1500161,0
2/16/2023,7,2.244405718,2.751253408,463.2282659,0
2/16/2023,8,2.238176148,0.812273387,233.6182077,0
2/16/2023,10,5.929399348,3.204104025,282.7030689,0
2/16/2023,11,5.800862078,2.034313571,458.6376592,0
2/16/2023,14,2.656000426,1.144766564,361.65776,0
2/16/2023,15,1.295149213,3.716234751,307.3538851,0
2/16/2023,16,8.887480799,1.820090396,458.3584294,0
2/16/2023,17,9.556514982,2.864616383,105.1166376,0
2/16/2023,18,8.621276173,3.640247535,290.3162509,0
2/16/2023,21,5.508573706,3.543624805,266.897713,0
2/16/2023,22,0.869867599,3.558349321,81.70730495,0
2/16/2023,23,4.084532131,4.756660898,175.1646382,1
2/17/2023,1,2.597537838,0.505004424,475.3051019,0
2/17/2023,2,7.234201137,1.723795517,177.2003122,0
2/17/2023,3,4.958757351,1.480511208,257.3909309,0
2/17/2023,4,0.810462159,3.478255633,352.0869906,0
2/17/2023,5,2.201832019,3.351702199,122.9825176,0
2/17/2023,8,8.51206914,3.779501245,440.0848459,0
2/17/2023,9,4.95146527,1.955886856,331.8166736,0
2/17/2023,10,4.805865773,3.492751951,351.0740819,0
2/17/2023,11,5.924077847,3.004602928,106.8275627,0
2/17/2023,12,8.246809659,2.042289164,475.5994238,0
2/17/2023,13,3.478092079,1.105593202,109.6583349,0
2/17/2023,14,6.780161526,0.924885039,398.6028217,0
2/17/2023,15,5.65731964,4.241832499,169.1673448,1
2/17/2023,16,2.670282702,4.632788939,470.1169147,1
2/17/2023,17,8.786299864,3.42404621,373.9817927,0
2/17/2023,18,7.974260216,0.965453517,389.2161708,0
2/17/2023,19,6.584518347,2.309122476,148.5766279,0
2/17/2023,20,8.505817291,3.7802264,249.3679895,0
2/17/2023,22,7.083629767,1.0319838,396.4881282,0
2/18/2023,0,6.974714617,3.704616706,483.0643924,0
2/18/2023,1,6.801407718,2.104682792,450.5993017,0
2/18/2023,2,6.186113782,1.645165992,171.6568657,0
2/18/2023,3,7.527166396,0.558038614,420.2421094,0
2/18/2023,4,1.586051053,2.93134733,283.2457654,0
2/18/2023,5,8.808707592,4.330178309,257.8129167,1
2/18/2023,6,8.718435277,4.809342408,191.4953476,1
2/18/2023,7,0.29247283,3.045852278,311.435864,0
2/18/2023,8,8.258167506,2.815075975,378.450103,0
2/18/2023,10,3.351188543,2.969927607,333.1486369,0
2/18/2023,11,7.435082563,2.209905855,364.6908145,0
2/18/2023,12,1.60759896,3.232108764,370.0048177,0
2/18/2023,13,8.179670241,2.249268565,73.38474416,0
2/18/2023,14,8.32134178,1.581346056,436.8865126,0
2/18/2023,15,5.074677338,0.927343739,256.2139916,0
2/18/2023,16,0.063858717,1.917133001,168.0872368,0
2/18/2023,17,2.870381332,0.934901754,158.7940284,0
2/18/2023,18,6.169269184,1.296036279,267.3563508,0
2/18/2023,19,9.81186178,4.943012714,449.0741928,1
2/18/2023,20,6.31813527,2.498466006,220.2564118,0
2/18/2023,23,5.399853797,4.980060052,264.225516,1
2/19/2023,0,7.798453952,3.122215022,496.2587632,0
2/19/2023,3,5.412665787,1.875847809,275.6486632,0
2/19/2023,4,9.629920039,2.312166744,155.1311436,0
2/19/2023,5,3.41872166,3.526282682,234.3024173,0
2/19/2023,6,6.326218931,3.569862602,401.0378107,0
2/19/2023,7,9.320281055,1.918577456,397.0511669,0
2/19/2023,8,1.02509728,1.099444659,152.6451701,0
2/19/2023,9,9.372284872,3.345783154,465.0004932,0
2/19/2023,10,6.878857223,1.07746638,316.6556822,0
2/19/2023,11,0.678370591,3.103216287,220.9659309,0
2/19/2023,12,3.009635669,3.620399576,275.8710114,0
2/19/2023,13,7.081720886,3.652751734,322.282064,0
2/19/2023,15,5.821704602,4.427867397,268.882266,1
2/19/2023,17,6.209155178,3.786121353,129.3853597,0
2/19/2023,18,0.457420338,3.286277309,415.7298069,0
2/19/2023,21,9.688778553,1.780436236,394.7706957,0
2/19/2023,22,7.496518317,2.493651679,469.5997903,0
2/19/2023,23,1.300862401,3.27697675,476.2881047,0
2/20/2023,1,0.245869165,1.383105725,110.9825931,0
2/20/2023,2,0.221235515,1.064974055,283.279832,0
2/20/2023,3,3.236102191,4.835659764,100.6741532,1
2/20/2023,5,7.704074178,2.653209815,132.6108323,0
2/20/2023,8,2.736266663,0.887144707,222.4240109,0
2/20/2023,9,9.971245002,0.756621113,407.5983016,0
2/20/2023,12,1.636238212,2.949551994,170.244453,0
2/20/2023,14,6.936822258,3.369983638,116.3542628,0
2/20/2023,15,2.207696128,4.190303759,325.245054,1
2/20/2023,17,6.804993021,2.741584746,371.6160424,0
2/20/2023,18,6.545112143,3.601896854,471.9670769,0
2/20/2023,19,2.73259527,1.635403672,460.5145525,0
2/20/2023,20,9.508635623,1.884969074,475.7340281,0
2/20/2023,23,9.436159202,4.144659891,186.0245152,1
2/21/2023,0,4.197273169,3.124085986,452.7883277,0
2/21/2023,1,6.385259477,3.78599773,487.4240636,0
2/21/2023,3,2.742152023,3.384344876,99.50797451,0
2/21/2023,8,2.13104704,2.113797119,70.73112635,0
2/21/2023,9,0.311340829,4.601026355,294.7450645,1
2/21/2023,11,3.685263437,1.920979181,263.0457201,0
2/21/2023,12,8.643582498,0.75596629,325.9266623,0
2/21/2023,13,4.732099067,3.949372923,440.9604931,0
2/21/2023,14,9.681934279,3.659483544,347.8557094,0
2/21/2023,15,1.855255157,1.991084984,245.3219908,0
2/21/2023,16,8.68623168,3.54048306,418.7425342,0
2/21/2023,18,7.709218446,3.903142061,103.8919849,0
2/21/2023,19,8.447832281,2.543826482,289.3698399,0
2/21/2023,21,6.262203216,4.70628462,71.17753904,1
2/21/2023,22,1.312448777,1.62895595,350.8460128,0
2/21/2023,23,0.325261795,1.04201303,438.2468499,0
2/22/2023,0,9.208478478,3.13044401,123.3061945,0
2/22/2023,1,6.166503145,4.861948155,415.5861459,1
2/22/2023,2,7.96537291,2.200276462,434.0280801,0
2/22/2023,3,4.815223515,0.779165436,461.4531992,0
2/22/2023,4,1.17308189,2.026873703,169.3782901,0
2/22/2023,6,6.855652872,1.22865353,194.2982396,0
2/22/2023,8,2.005247267,4.989872251,72.72836187,1
2/22/2023,9,4.915945467,2.532827642,69.74648977,0
2/22/2023,10,0.642089371,2.096278505,374.1679457,0
2/22/2023,11,5.819714019,2.303168751,250.0159901,0
2/22/2023,12,2.689934044,1.018157803,165.3315689,0
2/22/2023,14,3.103619589,2.36671545,351.4790709,0
2/22/2023,17,0.724468878,2.489150394,85.66232276,0
2/22/2023,18,3.924935564,3.41705061,136.1703267,0
2/22/2023,19,4.799388347,0.776508306,223.8063779,0
2/23/2023,2,4.805069473,3.208130303,243.5791588,0
2/23/2023,3,1.049301784,3.117814913,443.7539149,0
2/23/2023,4,2.420450159,2.306578006,185.6552839,0
2/23/2023,5,9.866625933,2.021379842,92.55035515,0
2/23/2023,7,4.988881535,2.262841028,322.7062244,0
2/23/2023,8,6.181557343,1.231973668,306.6406285,0
2/23/2023,9,7.024649705,3.804645544,74.10945182,0
2/23/2023,10,5.596486835,1.43973921,113.2245544,0
2/23/2023,11,0.097708474,0.763543874,330.1472283,0
2/23/2023,12,3.264613082,2.98564762,143.5207287,0
2/23/2023,13,5.177116434,3.178533797,276.8315359,0
2/23/2023,15,3.506269312,3.096417256,177.5782356,0
2/23/2023,18,3.969232762,2.931255019,375.0680784,0
2/23/2023,19,1.32715754,0.856761281,85.09723988,0
2/23/2023,21,6.894649691,4.586083454,271.7516056,1
2/23/2023,22,8.005866991,2.283406815,122.3210071,0
2/23/2023,23,2.001502442,1.833466109,490.2194586,0
2/24/2023,0,1.674825823,1.145612557,121.3341053,0
2/24/2023,1,1.045678403,1.181504849,269.360526,0
2/24/2023,4,0.315861448,0.862769323,108.066384,0
2/24/2023,5,9.362122462,4.728058651,243.6423926,1
2/24/2023,7,5.412963353,3.139807632,449.4881861,0
2/24/2023,8,7.090605195,4.227974019,68.26357046,1
2/24/2023,9,8.709691237,0.860840406,461.1773723,0
2/24/2023,10,7.140869321,2.64577495,424.8473623,0
2/24/2023,12,3.394501925,4.228938078,405.1807946,1
2/24/2023,14,0.801148464,1.746811624,485.0894976,0
2/24/2023,15,8.948166561,4.733960763,286.9677242,1
2/24/2023,16,5.475923762,1.059556286,186.4764617,0
2/24/2023,17,8.1729777,4.438101284,213.1624457,1
2/24/2023,18,4.523182845,4.869231123,79.88240906,1
2/24/2023,19,6.435776952,1.297190855,495.2072813,0
2/24/2023,21,7.315895218,0.681284835,344.7082054,0
2/24/2023,22,0.81629982,2.324402713,249.2311675,0
2/24/2023,23,0.60352084,2.823274846,477.0122982,0
2/25/2023,0,2.47103234,3.112903517,160.6998831,0
2/25/2023,4,9.758652558,4.143537663,80.60460438,1
2/25/2023,5,3.368957918,4.777397694,137.2051085,1
2/25/2023,6,1.821179157,0.599297669,146.554169,0
2/25/2023,7,7.896985071,4.921345725,382.1678397,1
2/25/2023,8,6.587077755,0.887594626,135.1124133,0
2/25/2023,9,4.981957165,4.164740507,308.0712938,1
2/25/2023,11,7.192017783,1.09480846,437.7312275,0
2/25/2023,12,2.284547413,2.479350379,473.9834545,0
2/25/2023,13,9.963339161,3.397804608,283.3218387,0
2/25/2023,14,9.747931621,2.214283303,208.5389979,0
2/25/2023,15,6.503256863,0.745544337,155.3259988,0
2/25/2023,17,6.802282424,4.560814742,170.8250343,1
2/25/2023,18,0.72198409,2.224469147,344.406101,0
2/25/2023,19,0.306525022,1.473497499,290.1276191,0
2/25/2023,20,2.576828885,2.491598057,474.8185752,0
2/25/2023,21,4.626229567,0.7176322,228.3247681,0
2/25/2023,22,8.682725054,4.19219413,362.238504,1
2/26/2023,2,3.459349925,4.09902514,254.7278496,1
2/26/2023,3,3.71038763,2.996091612,261.8532487,0
2/26/2023,4,9.876495637,4.216695388,367.9891348,1
2/26/2023,5,0.401091914,3.341564567,473.2879996,0
2/26/2023,6,8.670314961,4.029824629,198.1945749,1
2/26/2023,8,4.386154192,2.363634807,273.3328065,0
2/26/2023,9,7.252576604,4.81075637,295.0075995,1
2/26/2023,10,4.866689414,2.935012212,125.798248,0
2/26/2023,11,8.734232381,3.222902833,392.2090728,0
2/26/2023,12,9.00701864,1.492194377,493.2180988,0
2/26/2023,13,4.217209269,3.315428552,475.5986227,0
2/26/2023,14,2.768277972,3.072234423,138.6977175,0
2/26/2023,19,6.315602201,2.855306169,432.3200787,0
2/26/2023,21,1.315676851,3.499348895,217.9433161,0
2/26/2023,22,7.158249647,0.86047577,271.9613719,0
2/26/2023,23,9.090325207,2.488251672,310.6084118,0
2/27/2023,0,1.796831089,1.235150413,135.0849442,0
2/27/2023,1,2.375433249,1.33006573,455.4084786,0
2/27/2023,3,1.809769527,2.240181757,334.9710128,0
2/27/2023,4,8.543850934,0.730175925,94.77330178,0
2/27/2023,5,4.922778564,2.290070484,321.8782722,0
2/27/2023,7,8.707499013,2.674824282,85.41395384,0
2/27/2023,8,4.45305255,2.222528452,287.289903,0
2/27/2023,10,3.592333694,1.153970116,314.9646216,0
2/27/2023,11,5.929508514,2.775635347,90.14997563,0
2/27/2023,12,1.635238726,0.779186376,243.9423783,0
2/27/2023,13,3.910815367,0.820200555,128.6540218,0
2/27/2023,14,9.694123223,3.082396324,494.1950387,0
2/27/2023,15,2.581334327,3.047082912,302.5175956,0
2/27/2023,16,6.567366645,4.451150808,359.3465874,1
2/27/2023,18,7.734731257,4.819059592,92.63251165,1
2/27/2023,19,1.308736607,0.719126818,489.1418883,0
2/27/2023,20,9.698210451,0.941034582,178.8165659,0
2/27/2023,21,4.537895414,0.698296377,240.7136833,0
